id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
481657,612600,9600,9600,9475, 36 months,7.51,298.65,A,A4,NYC TRANSIT,< 1 year,MORTGAGE,58000,Not Verified,Feb-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=481657, ,car,AUTO,112xx,NY,9.89,0,Sep-95,1,,,5,0,3592,13.2,11,f,0,0,10665.44,10526.54,9600,1065.44,0,0,0,May-12,2933.02,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
480331,610554,2550,2550,2537.903948, 36 months,11.36,83.93,B,B5,Military,9 years,RENT,66000,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=480331,,car,My Loand,968xx,HI,18.42,1,Feb-02,1,5,,10,0,8403,21.5,19,f,0,0,3020.46,3004.88,2550,470.46,0,0,0,Feb-13,89.22,,Feb-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
477572,605844,7500,7500,7500, 36 months,17.04,267.56,E,E3,Sutter health. Eden/Alta bates,7 years,RENT,48000,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=477572,"  Borrower added on 01/21/10 > i have had my fair share of used cars, but I want to buy a brand new car now. I'm 27, I work in the dietary departments at Eden medical canter and I am recently employed at a second hospital as well ( Alta bates summit medical center). I work 2 jobs and have a credit score of 723! thanks for looking.<br/>",car,îîMY FIRST CAR îî,945xx,CA,4.92,0,Dec-06,0,,,3,0,8398,76.3,4,f,0,0,9259.71,9259.71,7500,1759.71,0,0,0,Jan-12,11.22,,Dec-11,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
478569,607608,3600,3600,3550, 36 months,11.48,118.69,B,B2,Northwood Manufacturing,3 years,MORTGAGE,31200,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=478569,"  Borrower added on 01/20/10 > I would like to use this loan to purchase a motorcycle while the prices are still cheap.  If you have ever bought a bike with a loan new or used you know that the options out there are not the greatest.<br/><br/>I have a good payment history with my debts.  I have one revolving account left to payoff with tax refunds, then closed for good!  I have a steady job in a company that has outlasted our competition in the hard economic times.<br/><br/>I have the left over funds every month to make this payment with ease, my budget as follows<br/><br/>income per month with spouses also $3200<br/><br/>mortgage $681<br/>car payment $214<br/>car payment $167<br/>insurance     $79<br/>phone/net    $60<br/>gas/electric  $100<br/>water          $50<br/>garbage       $25<br/>revolving credit account to pay off  $100<br/>food            $500<br/>gas for rigs   $120<br/>total            $2096<br/><br/>that's our budget  we don't even bother paying for tv, we are gone or working to waste money on something that we wont use.<br/>",car,wanting a better solution than a bank loan,978xx,OR,11.23,0,Jul-02,0,,,4,0,1866,74.6,13,f,0,0,4254.54,4195.47,3600,654.54,0,0,0,Sep-12,705.39,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
458328,570309,5000,5000,5000, 36 months,11.48,164.85,B,B2,north ga dentention center,< 1 year,MORTGAGE,30000,Not Verified,Jan-10,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=458328,,car,good payer,305xx,GA,9.92,0,Feb-67,0,,,5,0,452,90.4,19,f,0,0,884.37,884.37,433.33,229.81,14.90508046,206.32,2.02,Jul-10,185,,Nov-10,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
476925,604357,6000,6000,5950, 36 months,8.94,190.63,A,A5,"Impact Technologies, LLC",2 years,RENT,84000,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=476925,,car,car loan refinancing,145xx,NY,9.13,0,May-01,0,,,4,0,8868,32.4,4,f,0,0,6690,6634.26,6000,690,0,0,0,Oct-12,177.9,,Nov-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
476497,603653,6250,6250,6225, 36 months,12.53,209.17,B,B5,,< 1 year,RENT,24000,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=476497,  Borrower added on 01/13/10 > Loan for my business<br/>,car,loan,016xx,MA,21.75,0,Apr-04,2,52,,11,0,1219,7.2,22,f,0,0,7524.93,7494.85,6250,1274.93,0,0,0,Jan-13,235.8,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
475807,602508,5000,5000,5000, 36 months,7.74,156.1,A,A3,BR Instrument Corp,9 years,RENT,70000,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=475807,  Borrower added on 01/11/10 > I am looking to get a car for my Wife. She wants an XJ8 and I cannot get a conventional car loan as it is over 6 yrs old. I have excellent credit but need 5K cash to add to my cash to make this deal. Car lists for $11500 1 Owner with FSH from Jag Dealer.<br/>,car,High end car loan,216xx,MD,2.11,0,Sep-98,0,,,6,0,2663,22.2,16,f,0,0,5619.42,5619.42,5000,619.42,0,0,0,Jan-13,159.84,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
472636,596860,8000,8000,7950, 36 months,7.05,247.2,A,A1,Prince William County Schools,10+ years,MORTGAGE,75000,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=472636,"  Borrower added on 01/08/10 > Greetings,<br/>Refinancing higher rate auto loan. Solid credit history. No worries. Thanks.<br/> Borrower added on 01/08/10 > Greetings,<br/>Refinancing auto loan, solid credit, no worries.<br/>Thanks.<br/>",car,Loan for A1 Credit Virginian,224xx,VA,1.73,0,May-91,1,,,5,0,3248,6.1,24,f,0,0,8898.52,8842.91,8000,898.52,0,0,0,Jan-13,264.19,,Feb-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
475108,601235,7500,7500,7475, 36 months,7.05,231.75,A,A1,Steel-T Heating Inc.,10+ years,OWN,74400,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=475108,  Borrower added on 01/08/10 > Thank you in advance in helping me with another vehicle purchase!<br/> Borrower added on 01/09/10 > Thank you investors! Here is a little information about me. I have been with the same company for 24 years that is a stable HVAC company. I have also been married for almost 37 years. I have college age children two of which are still dependant on me. I am hoping to purchase another vehicle for myself with these funds.<br/>,car,helping our economy,800xx,CO,4.26,0,May-93,2,,,10,0,25768,2.2,31,f,0,0,8013.49,7986.78,7500,513.49,0,0,0,Mar-11,5008.3,,Mar-11,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
474790,600698,8000,8000,7950, 36 months,7.05,247.2,A,A1,,< 1 year,OWN,70000,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=474790, ,car,mr express,112xx,NY,7.92,0,Jan-86,2,,,12,0,5236,8.7,27,f,0,0,8663.39,8609.25,8000,663.39,0,0,0,Apr-12,247.04,,Sep-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
471013,594630,7500,7500,7450, 36 months,8.94,238.29,A,A5,BBVA Compass,< 1 year,RENT,34000,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=471013,  Borrower added on 01/05/10 > Have been making payments on this for a few years now and am just looking to save some money on interest.  I have been making monthly payments of $342 so the payment for this loan is well within my budget.<br/>,car,Car Refinance,352xx,AL,6.46,0,Apr-03,2,,,5,0,3444,15.9,8,f,0,0,8576.42,8519.26,7500,1076.42,0,0,0,Jan-13,254.22,,Feb-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
470305,593718,20400,20400,20400, 36 months,7.74,636.86,A,A3,WinWare,9 years,OWN,75000,Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=470305,"  Borrower added on 01/04/10 > I would like to pay down my credit cards as soon as possible. I have a strong credit history and and a very strong work history.<br/> Borrower added on 01/04/10 > I have been with my current company for 9 years and my previous company for 16 years. I have been gainfully employeed for over 25 years. <br/>My credit cards are always paid on time. Although I do not pay off the entire balance each month on each of my credit cards, I make an effort to pay much more than the minimum. I am looking for a way to reduce my debt by consolidating at a fixed rate. <br/>Thank you for your consideration.<br/> Borrower added on 01/07/10 > I just wanted to thank all the investors. I appreciate all that you are doing for me and others that need a little extra help. I hope that someday I can invest in others also.<br/>",car,Consolidate Debt,300xx,GA,15.38,0,Feb-88,3,,,11,0,28260,45.3,24,f,0,0,22926.85,22926.85,20400,2526.85,0,0,0,Jan-13,645.72,,Jul-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
471360,595085,11500,11500,11500, 36 months,7.05,355.35,A,A1,"Tyson Foods, Inc.",1 year,RENT,74500,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=471360, ,car,Vehicle,727xx,AR,16.38,0,Jan-98,1,25,,15,0,8813,67.6,40,f,0,0,12580.03,12580.03,11500.01,1080.02,0,0,0,Nov-11,5124.43,,Dec-11,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
473807,599104,4500,4500,4450, 36 months,11.14,147.62,B,B1,,< 1 year,OWN,12000,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=473807,"  Borrower added on 01/03/10 > Looking forward to borrowing less than $4500.00 to finance a vehicle. My credit is very good I own my home, I'm in excellent physical condition (exercise daily, eat right and never smoked) and there would be no problem repaying the terms of the loan in a timely manner.<br/>",car,Old & Golden,191xx,PA,17,0,Dec-69,1,,,2,0,5326,40,5,f,0,0,5314.72,5255.66,4500,814.72,0,0,0,Jan-13,149.65,,Feb-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
472483,596610,19000,19000,19000, 36 months,7.05,587.1,A,A1,Jacob Inc,10+ years,RENT,54000,Verified,Jan-10,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=472483, ,car,BMW M3,305xx,GA,7,0,Mar-97,0,,,3,0,2606,57.9,4,f,0,0,6336.89,6336.89,4362.96,1166.66,0,807.27,145.3086,Feb-11,650.19,,Jun-11,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
472180,596143,16000,16000,15875, 36 months,7.05,494.4,A,A1,"Babcock, Langbein and Co",10+ years,OWN,200000,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=472180,  Borrower added on 12/30/09 > Thank You<br/>,car,Toyota Loan,551xx,MN,6.94,0,Feb-88,0,,,6,0,64266,60.8,26,f,0,0,17717.48,17579.05,16000,1717.48,0,0,0,Jul-12,30.16,,Feb-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
472505,596653,8000,8000,7925, 36 months,7.4,248.48,A,A2,Hagerman & Company,2 years,RENT,73000,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=472505, ,car,Car Loan for VW Passat,921xx,CA,0.44,1,Oct-95,0,21,,4,0,666,8.5,16,f,0,0,8927.92,8844.23,8000,927.92,0,0,0,Sep-12,1251.2,,Apr-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
470041,593245,4800,4800,4800, 36 months,7.05,148.32,A,A1,inspired automation inc,10+ years,OWN,43800,Not Verified,Jan-10,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=470041,"  Borrower added on 12/28/09 > Thanks for your help!<br/> Borrower added on 12/29/09 > THIS IS A FOR EMERGENCIES CAR , I'M GETTING WITH THIS LOAN, MY JOB IS VERY SECURE, BEEN THERE FOR 15 PLUS YEARS BUILDING MACHINERY, AND ALWAYS LIKE TO PAY BEFORE DUE DATES, CREDIT SCORE SAIDS IT ALL, IT IS BETWEEN 750 AND 800<br/> Borrower added on 12/29/09 > thanks again for your help looking forward to become a lender also, and help other people!<br/>",car,car loan,913xx,CA,7.37,0,Aug-99,4,,,2,0,0,0,7,f,0,0,3210.04,3210.04,2672.44,437.66,0,99.94,1.27,Oct-11,148.32,,Mar-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
472634,596856,7500,7500,7350, 36 months,7.05,231.75,A,A1,walmart,1 year,RENT,12720,Not Verified,Dec-09,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=472634,  Borrower added on 12/28/09 > I plan on using the loan to buy a used car from a dealership. I am a good borrower because I can make my payments on time and I can make more than the monthly payment.<br/> Borrower added on 12/29/09 > I don't have any other bills to pay and I don't pay rent because I still live with my parents. My job is a stable job. There are no chances of Walmart going out of business anytime soon.<br/>,car,Loan1,346xx,FL,0,0,Sep-06,3,,,7,0,0,0,9,f,0,0,2072.86,2031.37,1547.57,248.18,0,277.11,2.88,Nov-10,13,,Apr-11,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
472637,596861,8700,8700,8550, 36 months,7.05,268.83,A,A1,Accenture,2 years,MORTGAGE,54000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=472637,  Borrower added on 12/28/09 > Loan requested for a late model Mercedes; 40% of the purchase price is being paid in cash.  Thanks very much.<br/>,car,Short Term Auto Loan,752xx,TX,2.67,0,Nov-96,0,,,8,0,3519,11.3,15,f,0,0,9538.07,9373.63,8700,838.07,0,0,0,Dec-11,3633.76,,Dec-11,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
471358,595082,9000,9000,8850, 36 months,7.05,278.1,A,A1,NetApp,9 years,RENT,130000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=471358,"  Borrower added on 12/28/09 > I plan to buy a used BMW sedan from a private seller for $9000-$12,000 and want to finance.  My bank will give me a 6.5% rate for model years 2004 or newer, but charges 10-11% for older models, and I'm probably looking at a 2002/2003 car.<br/> Borrower added on 12/29/09 > Also if I buy from a private seller (non-dealer), my bank requires the seller to come in person with me to one of their branches before they will fund the loan.  And they will not fund for a car with a salvage title--some of the newer (2004/2005) cars I'm looking at had minor collision damage that has been fully repaired but still carry salvage titles so cannot be funded by my bank's auto loans.<br/>",car,"Finance my ""fun"" car",926xx,CA,4.98,0,Feb-89,0,,,9,0,4433,3.9,28,f,0,0,9767.72,9604.92,9000,767.72,0,0,0,May-12,271.03,,May-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
471174,594840,7500,7500,7475, 36 months,7.05,231.75,A,A1,ICR,< 1 year,OWN,48000,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=471174, ,car,CarVolvo,750xx,TX,0.85,0,Oct-95,0,,63,8,1,797,31.9,18,f,0,0,8342.72,8314.91,7500,842.72,0,0,0,Jan-13,245.57,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
472364,596465,23500,23500,23247.37485, 36 months,14.96,814.16,D,D2,,10+ years,OWN,124000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=472364,,car,Hybrid,800xx,CO,8.25,1,Sep-95,0,10,,4,0,255,0.8,10,f,0,0,29307.54,28961.1,23500,5807.54,0,0,0,Jan-13,823.48,,Feb-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
472214,596215,22600,22600,22600, 36 months,14.96,782.98,D,D2,,10+ years,OWN,130000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=472214,,car,Minivan,100xx,NY,7.88,1,Sep-95,0,10,,4,0,255,0.8,10,f,0,0,28184.87,28184.87,22600,5584.87,0,0,0,Jan-13,793.17,,Feb-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
469988,593144,16000,16000,16000, 36 months,7.05,494.4,A,A1,Fidelity Investments,10+ years,OWN,109000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=469988, ,car,Car Loan,760xx,TX,5.8,0,Feb-90,2,,,7,0,24166,55.8,32,f,0,0,17737.39,17737.39,16000,1737.39,0,0,0,Jul-12,3411.75,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
472062,595963,23600,23600,22625, 36 months,14.96,817.63,D,D2,,10+ years,OWN,120000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=472062,,car,Dream SUV,100xx,NY,8.51,1,Sep-95,0,10,,4,0,255,0.8,10,f,0,0,23894.65,22907.48,23600,294.65,0,0,0,Feb-10,23894.85,,Feb-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
470186,593497,16000,16000,15925, 36 months,7.4,496.95,A,A2,Peak CMS,5 years,MORTGAGE,72000,Not Verified,Jan-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=470186,  Borrower added on 12/24/09 > 2003 BMW<br/>,car,2003 BMW,980xx,WA,21.52,0,Mar-01,1,,,16,0,18813,53.9,23,f,0,0,17886.44,17802.61,16000,1886.44,0,0,0,Jan-13,529.77,,Feb-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
471543,595343,16000,16000,15925, 36 months,7.05,494.4,A,A1,Sarasota Memorial Hospital,4 years,MORTGAGE,241875,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=471543, ,car,Hospital employed physician car loan,342xx,FL,6.4,0,Feb-95,0,,,10,0,74927,13.9,24,f,0,0,17369.55,17288.14,16000.01,1369.54,0,0,0,Aug-11,8480.08,,Aug-11,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
471662,595463,24000,24000,23950, 36 months,12.18,799.2,B,B4,,10+ years,OWN,140000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=471662,,car,Car Purchase,950xx,CA,24.2,0,Jul-99,1,,,7,0,298,1,11,f,0,0,24243.81,24193.3,24000,243.81,0,0,0,Feb-10,24244.03,,Aug-07,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
470293,593697,8400,8400,8375, 36 months,11.48,276.94,B,B2,Valley Learning Center,9 years,RENT,28000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=470293,"  Borrower added on 12/21/09 > Well...it's almost a new year.  I joined Lending Club a few months back to help my family get out of their pickle with their home; everything has worked out for the best; I loved using this program so, now that I am ready to start thinking about better ME for a change, I decided to use this affiliation as a way to do it.  <br/>I am looking to buy a new car...nothing fancy...or too expensive.  I haven't picked out anything specific but, with what I have saved and a little help from Lending Club, I am pretty sure I should be able to get something reliable, smart and affordable w/o the hassle of creepy car loans and dealers.<br/>Please refer ANY questions you have to me and I will get back to them as quickly as I can.<br/>Thanks for your time and assistance!  :)<br/>",car,Time for an upgrade :),853xx,AZ,21.05,0,Jul-89,1,,,5,0,438,21.9,5,f,0,0,9966.07,9936.42,8399.99,1566.08,0,0,0,Jan-13,298.25,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
468892,590940,12000,12000,11900, 36 months,8.94,381.26,A,A5,,< 1 year,RENT,89000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=468892,"  590940 added on 12/14/09 > We have a small bakery and want to buy a larger yet more fuel efficient delivery van to even further grow and expand our business. We have this bakery now for the past 13 years and we were able to grow it, WITH THE BLESSINGS OF GOD, year after year. We still net a gain of + 9 % this year, although everyone is suffering in this economy.<br/>null",car,New car for deliveries,926xx,CA,1,0,May-95,2,,,13,0,2740,2.1,32,f,0,0,13721.22,13606.87,12000,1721.22,0,0,0,Jan-13,416.27,,Dec-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
460192,574141,5600,5600,5575, 36 months,12.18,186.48,B,B4,Car Quest,< 1 year,RENT,12000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=460192,"  574141 added on 12/11/09 > I'm a full time student, a full time mom, and I work part time also. I do not pay rent, and I receive full financial aid as well for my school. Most of that money I am going to use to pay back the loan for my car because I can't get to school without a car! I receive child support also. I'm planning on paying back the loan within one year to year 1/2, the sooner the better.<br/>",car,"Need a reliable car to take kids to school, and work!",921xx,CA,6,0,Aug-06,0,,,6,0,843,31.2,10,f,0,0,6647.67,6618,5600,1017.69,29.98126123,0,0,Feb-12,2349.32,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
466091,585294,4500,4500,4500, 36 months,7.4,139.77,A,A2,New York State DEC,3 years,MORTGAGE,60000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=466091,,car,Replace Family Car,124xx,NY,12.76,0,Jun-99,1,,,14,0,8432,20.4,33,f,0,0,5030.81,5030.81,4500,530.81,0,0,0,Dec-12,146.77,,Feb-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
464477,582181,4500,4500,4500, 36 months,11.83,149.11,B,B3,Walmart,3 years,OWN,24300,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=464477," 582181 added on 12/01/09 > We'd like to get 97-01 Civic with around 100k. Camry runs, but needs major repairs (rear struts, AC). At 258K miles, we feel it's best to replace it. Civic would get a little better gas mileage, maybe $12 per month. Big change would be payment instead of repairs.  <br/><br/>Monthly net income: $ 1,300<br/><br/>Monthly expenses: $ 985<br/>  Housing: $ 0<br/>  Insurance: $ 167<br/>  Car expenses: $ 147<br/>  Utilities: $ 235<br/>  Phone, cable, internet: $ 26<br/>  Food, entertainment: $ 325<br/>  Clothing, household expenses $ 35<br/>  Credit cards and other loans: $ 0<br/>  Other expenses: $ 50<br/>",car,Replace 18 yr old Camry,191xx,PA,0.99,0,Apr-00,5,,,3,0,117,8.4,4,f,0,0,5302.41,5302.41,4500,802.41,0,0,0,Mar-12,1434.84,,Jul-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
464824,582795,9000,9000,8900, 36 months,8.94,285.95,A,A5,Virginia Military Institute,7 years,RENT,48000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=464824, 582795 added on 12/01/09 > Loan is for refinancing the remaining balance of an auto loan (at a better rate).<br/>,car,Auto Refinancing,244xx,VA,16.35,0,Oct-98,3,,,15,0,9348,22.2,18,f,0,0,10289.65,10175.32,9000,1289.65,0,0,0,Nov-12,586.07,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
464609,582432,2000,2000,2000, 36 months,7.4,62.12,A,A2,Mesa Fire Department,3 years,MORTGAGE,60000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=464609," 582432 added on 11/30/09 > Buying a used, fuel efficient vehicle to use for commuting to my job at the fire department.<br/>",car,Vehicle Loan,851xx,AZ,10.04,0,Jan-98,0,,,8,0,3370,11.7,14,f,0,0,2036.04,2036.04,2000,36.04,0,0,0,Mar-10,1912.49,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
464399,582056,20400,20400,20375, 36 months,17.74,734.83,E,E5,Booz Allen Hamilton,2 years,OWN,57000,Verified,Dec-09,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=464399," 582056 added on 11/30/09 > To fund an automobile purchase in Northern Virginia. Travel to and from my DHS office.<br/> 582056 added on 12/01/09 > My job is very stable - government employee.  My monthly budget is $3500, $2800 of which is disposable and I pay no rent. I plan on paying this loan faster than 36 months - looking at 27-month time frame.<br/> 582056 added on 12/01/09 > To be precise - I am not GS. I do ""inherently governmental work"" through Booz Allen.<br/>",car,Car Loan NoVA,220xx,VA,6.84,1,Nov-04,2,7,,5,0,1820,42.3,6,f,0,0,20830.16,20804.67,14722.07,5837.52,73.4299366,197.14,3.71,May-12,738.71,,Sep-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
458516,570794,10000,10000,9823.520844, 36 months,14.26,343.06,C,C5,walmart,< 1 year,MORTGAGE,100000,Not Verified,Dec-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=458516," 570794 added on 12/02/09 > updating my profile to reflect the 18yrs of employment from 1 employer,profilr shows 1 yr.I have been employed by Walmart for 18yrs,currently a Store manager for them,past 8yrs.<br/>Thanks<br/>",car,truck,320xx,FL,8.95,0,Nov-96,1,45,,6,0,1459,26.1,17,f,0,0,12343.3,12122.23,10000,2343.3,0,0,0,Dec-12,377.68,,Dec-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
460657,575227,1200,1200,1200, 36 months,12.53,40.16,B,B5,Backcountry.com,< 1 year,RENT,15600,Not Verified,Nov-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=460657, 575227 added on 11/16/09 > My wife and I just moved to the area so we have not been at our current jobs long enough to secure a loan through a bank. I will be using this for a down payment on a vehicle purchase.<br/>,car,Car Financing,840xx,UT,23.69,0,Oct-02,1,,,3,0,7826,70.5,4,f,0,0,1444.92,1444.92,1200,244.92,0,0,0,Dec-12,44.38,,Jul-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
460501,574859,5000,5000,4975, 36 months,7.4,155.3,A,A2,American Home Shield,5 years,MORTGAGE,50000,Not Verified,Nov-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=460501," 574859 added on 11/15/09 > I believes my credit history speaks for itself.  I'm very proud of my credit and always strived to maintain it.  I plan to purchase a fuel efficient ""work vehicle"" that will end up saving me money in the long run.  Thank you for considering me for this loan.<br/>",car,Work Vehicle,302xx,GA,3.17,0,Jun-89,0,,,10,0,4432,6.8,32,f,0,0,5397.54,5370.56,5000,397.54,0,0,0,Apr-11,14.87,,Jan-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
460102,573959,3500,3500,3500, 36 months,13.57,118.89,C,C3,Mumm Napa,7 years,OWN,62000,Not Verified,Nov-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=460102,,car,C-Loan,945xx,CA,8.05,1,Jan-98,0,23,,4,0,450,26.5,15,f,0,0,3968.11,3968.11,3500,468.11,0,0,0,Feb-11,2425.03,,Feb-11,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
